2009 7 0 0 1 1 1 0
2009 8 0 -1 -1 -1 -1 0
2009 9 0 1 1 0 0 0
2009 10 0 0 0 1 1 1
2009 11 0 -1 -1 -1 -1 -1
2009 12 0 1 1 1 0 0
2010 1 -1 -1 -1 -1 0 0
2010 2 0 0 0 0 0 0
2010 3 1 1 1 0 0 0
2010 4 0 0 0 1 1 0
2010 5 0 -1 -1 -1 -1 0
2010 6 0 1 1 0 0 0
2010 7 0 0 0 1 1 1
2010 8 0 0 -1 -1 -1 -1
2010 9 0 0 1 1 0 0
2010 10 -1 -1 -1 -1 0 0
2010 11 1 1 0 0 0 0
2010 12 0 0 1 1 1 0
2011 1 0 -1 -1 -1 -1 0
2011 2 0 0 0 0 0 0
2011 3 0 1 1 1 0 0
2011 4 0 0 0 0 1 1
2011 5 0 0 -1 -1 -1 -1
2011 6 0 0 1 1 0 0
2011 7 -1 -1 -1 -1 0 0
2011 8 1 1 1 0 0 0
2011 9 0 0 0 1 1 0
2011 10 0 -1 -1 -1 -1 0
2011 11 0 1 1 0 0 0
2011 12 0 0 0 1 1 1
2012 1 0 0 -1 -1 -1 -1
2012 2 0 0 1 0 0 0
2012 3 0 0 0 1 1 1
2012 4 0 -1 -1 -1 -1 -1
2012 5 0 1 1 1 0 0
2012 6 0 0 0 0 1 1
2012 7 0 0 -1 -1 -1 -1
2012 8 0 0 1 1 1 0
2012 9 -1 -1 -1 -1 -1 0
2012 10 1 1 1 0 0 0
2012 11 0 0 0 1 1 0
2012 12 0 -1 -1 -1 -1 0
2013 1 0 1 1 1 0 0
2013 2 0 0 0 0 0 0
2013 3 -1 -1 -1 -1 0 0
2013 4 1 1 0 0 0 0
2013 5 0 0 1 1 1 0
2013 6 -1 -1 -1 -1 -1 0
2013 7 1 1 1 0 0 0
2013 8 0 0 0 1 1 1
2013 9 0 -1 -1 -1 -1 -1
2013 10 0 1 1 1 0 0
2013 11 0 0 0 0 1 1
2013 12 0 0 -1 -1 -1 -1
2014 1 0 0 1 1 1 0
2014 2 0 0 0 0 0 0
2014 3 0 -1 -1 -1 -1 0
2014 4 0 1 1 0 0 0
2014 5 0 0 0 1 1 1
2014 6 0 -1 -1 -1 -1 -1
2014 7 0 1 1 1 0 0
2014 8 -1 -1 -1 -1 0 0
2014 9 1 1 0 0 0 0
2014 10 0 0 1 1 1 0
2014 11 -1 -1 -1 -1 -1 0
2014 12 1 1 1 0 0 0
2015 1 0 0 0 1 1 1
2015 2 0 0 0 0 0 0
2015 3 0 0 -1 -1 -1 -1
2015 4 0 0 1 1 0 0
2015 5 -1 -1 -1 -1 0 0
2015 6 1 1 0 0 0 0
2015 7 0 0 1 1 1 0
2015 8 0 -1 -1 -1 -1 0
2015 9 0 1 1 0 0 0
2015 10 0 0 0 1 1 1
2015 11 0 -1 -1 -1 -1 -1
2015 12 0 1 1 1 0 0
2016 1 -1 -1 -1 -1 0 0
2016 2 1 0 0 0 0 0
2016 3 0 1 1 1 0 0
2016 4 0 0 0 0 1 1
2016 5 0 0 -1 -1 -1 -1
2016 6 0 0 1 1 0 0
2016 7 -1 -1 -1 -1 0 0
2016 8 1 1 1 0 0 0
2016 9 0 0 0 1 1 0
2016 10 0 -1 -1 -1 -1 0
2016 11 0 1 1 0 0 0
2016 12 0 0 0 1 1 1
2017 1 0 0 -1 -1 -1 -1
2017 2 0 0 0 0 0 0
2017 3 0 0 1 1 1 0
2017 4 -1 -1 -1 -1 -1 0
2017 5 1 1 1 0 0 0
2017 6 0 0 0 1 1 0
2017 7 0 -1 -1 -1 -1 0
2017 8 0 1 1 1 0 0
2017 9 0 0 0 0 1 1
2017 10 0 0 -1 -1 -1 -1
2017 11 0 0 1 1 0 0
2017 12 -1 -1 -1 -1 0 0
2018 1 1 1 1 0 0 0
2018 2 0 0 0 0 0 0
2018 3 0 0 0 1 1 1
2018 4 0 -1 -1 -1 -1 -1
2018 5 0 1 1 1 0 0
2018 6 0 0 0 0 1 1
2018 7 0 0 -1 -1 -1 -1
2018 8 0 0 1 1 1 0
2018 9 -1 -1 -1 -1 -1 0
2018 10 1 1 1 0 0 0
2018 11 0 0 0 1 1 0
2018 12 0 -1 -1 -1 -1 0
2019 1 0 1 1 1 0 0
2019 2 0 0 0 0 0 0
2019 3 -1 -1 -1 -1 0 0
2019 4 1 1 0 0 0 0
2019 5 0 0 1 1 1 0
2019 6 -1 -1 -1 -1 -1 0
2019 7 1 1 1 0 0 0
2019 8 0 0 0 1 1 1
2019 9 0 -1 -1 -1 -1 -1
2019 10 0 1 1 1 0 0
2019 11 0 0 0 0 1 1
2019 12 0 0 -1 -1 -1 -1
2020 1 0 0 1 1 1 0
2020 2 0 0 0 0 0 1
2020 3 0 0 -1 -1 -1 -1
2020 4 0 0 1 1 0 0
2020 5 -1 -1 -1 -1 0 0
2020 6 1 1 0 0 0 0
2020 7 0 0 1 1 1 0
2020 8 0 -1 -1 -1 -1 0
2020 9 0 1 1 0 0 0
2020 10 0 0 0 1 1 1
2020 11 0 -1 -1 -1 -1 -1
2020 12 0 1 1 1 0 0
2021 1 -1 -1 -1 -1 0 0
2021 2 0 0 0 0 0 0
2021 3 1 1 1 0 0 0
2021 4 0 0 0 1 1 0
2021 5 0 -1 -1 -1 -1 0
2021 6 0 1 1 0 0 0
2021 7 0 0 0 1 1 1
2021 8 0 0 -1 -1 -1 -1
2021 9 0 0 1 1 0 0
2021 10 -1 -1 -1 -1 0 0
2021 11 1 1 0 0 0 0
2021 12 0 0 1 1 1 0
2022 1 0 -1 -1 -1 -1 0
2022 2 0 0 0 0 0 0
2022 3 0 1 1 1 0 0
2022 4 0 0 0 0 1 1
2022 5 0 0 -1 -1 -1 -1
2022 6 0 0 1 1 0 0
2022 7 -1 -1 -1 -1 0 0
2022 8 1 1 1 0 0 0
2022 9 0 0 0 1 1 0
2022 10 0 -1 -1 -1 -1 0
2022 11 0 1 1 0 0 0
2022 12 0 0 0 1 1 1
2023 1 0 0 -1 -1 -1 -1
2023 2 0 0 0 0 0 0
2023 3 0 0 1 1 1 0
2023 4 -1 -1 -1 -1 -1 0
2023 5 1 1 1 0 0 0
2023 6 0 0 0 1 1 0
2023 7 0 -1 -1 -1 -1 0
2023 8 0 1 1 1 0 0
2023 9 0 0 0 0 1 1
2023 10 0 0 -1 -1 -1 -1
2023 11 0 0 1 1 0 0
2023 12 -1 -1 -1 -1 0 0
2024 1 1 1 1 0 0 0
2024 2 0 0 0 1 0 0
2024 3 -1 -1 -1 -1 0 0
2024 4 1 1 0 0 0 0
2024 5 0 0 1 1 1 0
2024 6 -1 -1 -1 -1 -1 0
2024 7 1 1 1 0 0 0
2024 8 0 0 0 1 1 1
2024 9 0 -1 -1 -1 -1 -1
2024 10 0 1 1 1 0 0
2024 11 0 0 0 0 1 1
2024 12 0 0 -1 -1 -1 -1
2025 1 0 0 1 1 1 0
2025 2 0 0 0 0 0 0
2025 3 0 -1 -1 -1 -1 0
2025 4 0 1 1 0 0 0
2025 5 0 0 0 1 1 1
2025 6 0 -1 -1 -1 -1 -1
2025 7 0 1 1 1 0 0
2025 8 -1 -1 -1 -1 0 0
2025 9 1 1 0 0 0 0
2025 10 0 0 1 1 1 0
2025 11 -1 -1 -1 -1 -1 0
2025 12 1 1 1 0 0 0
2026 1 0 0 0 1 1 1
2026 2 0 0 0 0 0 0
2026 3 0 0 -1 -1 -1 -1
2026 4 0 0 1 1 0 0
2026 5 -1 -1 -1 -1 0 0
2026 6 1 1 0 0 0 0
2026 7 0 0 1 1 1 0
2026 8 0 -1 -1 -1 -1 0
2026 9 0 1 1 0 0 0
2026 10 0 0 0 1 1 1
2026 11 0 -1 -1 -1 -1 -1
2026 12 0 1 1 1 0 0
